SEASON_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22003,2411,Bostjan Nachbar,1610612745,HOU,Houston Rockets,0020301186,2004-04-14,HOU vs. DAL,L,39,5,10,0.5,1,3,0.333,1,2,0.5,1,4,5,6,3,0,4,6,12,-3,0
22003,15,Eric Piatkowski,1610612745,HOU,Houston Rockets,0020301186,2004-04-14,HOU vs. DAL,L,17,2,5,0.4,2,5,0.4,0,0,null,0,2,2,3,1,0,1,1,6,4,0
22003,754,Jim Jackson,1610612745,HOU,Houston Rockets,0020301186,2004-04-14,HOU vs. DAL,L,31,5,14,0.357,2,4,0.5,0,0,null,1,2,3,3,1,0,3,2,12,-7,0
22003,2059,Eduardo Najera,1610612742,DAL,Dallas Mavericks,0020301186,2004-04-14,DAL @ HOU,W,12,1,1,1.0,0,0,null,2,4,0.5,0,4,4,0,0,2,0,0,4,0,0
22003,1717,Dirk Nowitzki,1610612742,DAL,Dallas Mavericks,0020301186,2004-04-14,DAL @ HOU,W,23,3,10,0.3,0,3,0.0,4,6,0.667,1,5,6,1,0,1,1,3,10,5,0
22003,2366,Mike Wilks,1610612745,HOU,Houston Rockets,0020301186,2004-04-14,HOU vs. DAL,L,25,5,11,0.455,1,2,0.5,2,4,0.5,0,4,4,5,1,0,1,3,13,8,0
22003,2397,Yao Ming,1610612745,HOU,Houston Rockets,0020301186,2004-04-14,HOU vs. DAL,L,22,5,7,0.714,0,0,null,2,5,0.4,3,4,7,1,0,1,3,4,12,-13,0
22003,1504,Danny Fortson,1610612742,DAL,Dallas Mavericks,0020301186,2004-04-14,DAL @ HOU,W,8,0,2,0.0,0,0,null,0,0,null,1,1,2,0,0,0,0,3,0,2,0
22003,959,Steve Nash,1610612742,DAL,Dallas Mavericks,0020301186,2004-04-14,DAL @ HOU,W,21,2,4,0.5,1,1,1.0,0,0,null,0,3,3,8,0,0,0,1,5,9,0
22003,281,Scott Williams,1610612742,DAL,Dallas Mavericks,0020301186,2004-04-14,DAL @ HOU,W,6,1,4,0.25,0,0,null,0,0,null,1,0,1,0,0,1,0,1,2,3,0
22003,952,Antoine Walker,1610612742,DAL,Dallas Mavericks,0020301186,2004-04-14,DAL @ HOU,W,21,4,8,0.5,2,4,0.5,0,0,null,0,2,2,1,1,1,0,3,10,12,0
22003,714,Michael Finley,1610612742,DAL,Dallas Mavericks,0020301186,2004-04-14,DAL @ HOU,W,42,5,15,0.333,1,4,0.25,5,6,0.833,0,7,7,3,3,0,1,0,16,2,0
22003,1909,Scott Padgett,1610612745,HOU,Houston Rockets,0020301186,2004-04-14,HOU vs. DAL,L,32,8,13,0.615,2,6,0.333,0,0,null,1,10,11,1,0,1,0,3,18,5,0
22003,2605,Marquis Daniels,1610612742,DAL,Dallas Mavericks,0020301186,2004-04-14,DAL @ HOU,W,48,8,16,0.5,2,3,0.667,3,4,0.75,2,6,8,7,3,1,3,2,21,3,0
22003,1508,Maurice Taylor,1610612745,HOU,Houston Rockets,0020301186,2004-04-14,HOU vs. DAL,L,19,2,9,0.222,0,0,null,3,4,0.75,0,5,5,1,0,0,1,1,7,-1,0
22003,762,Shawn Bradley,1610612742,DAL,Dallas Mavericks,0020301186,2004-04-14,DAL @ HOU,W,13,0,2,0.0,0,0,null,1,2,0.5,0,2,2,0,1,1,1,0,1,-7,0
22003,960,Tony Delk,1610612742,DAL,Dallas Mavericks,0020301186,2004-04-14,DAL @ HOU,W,19,2,6,0.333,0,2,0.0,1,2,0.5,0,1,1,2,3,2,1,3,5,-8,0
22003,221,Clar. Weatherspoon,1610612745,HOU,Houston Rockets,0020301186,2004-04-14,HOU vs. DAL,L,25,3,6,0.5,0,0,null,0,0,null,2,6,8,2,0,1,4,2,6,3,0
22003,349,Mark Jackson,1610612745,HOU,Houston Rockets,0020301186,2004-04-14,HOU vs. DAL,L,30,1,4,0.25,1,1,1.0,0,0,null,1,4,5,2,0,0,2,2,3,-11,0
22003,1712,Antawn Jamison,1610612742,DAL,Dallas Mavericks,0020301186,2004-04-14,DAL @ HOU,W,27,5,8,0.625,1,1,1.0,7,10,0.7,0,4,4,0,2,0,0,1,18,-6,0
22003,2669,Linton Johnson,1610612741,CHI,Chicago Bulls,0020301181,2004-04-14,CHI @ IND,L,39,4,8,0.5,0,1,0.0,0,0,null,4,8,12,2,3,3,1,4,8,-12,0
22003,1513,Scot Pollard,1610612754,IND,Indiana Pacers,0020301181,2004-04-14,IND vs. CHI,W,21,4,4,1.0,0,0,null,0,0,null,2,4,6,1,0,2,0,4,8,-7,0
